loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.25464436411857605,0.40200722217559814,0.06501012295484543,0.2143738865852356
0.1427690088748932,0.30265238881111145,0.054043304175138474,0.19632741808891296
0.07512205094099045,0.2200631946325302,0.024588465690612793,0.12999917566776276
0.038823921233415604,0.15707343816757202,0.015811819583177567,0.10449288040399551
0.022280102595686913,0.11699957400560379,0.01154644601047039,0.08957826346158981
0.0140922199934721,0.09191890060901642,0.007086818106472492,0.06590580940246582
0.011042134836316109,0.08046038448810577,0.00951630249619484,0.07941694557666779
0.009898807853460312,0.07574424147605896,0.006481654942035675,0.06585666537284851
0.009107337333261967,0.07237181067466736,0.007049796637147665,0.06922629475593567
0.008542420342564583,0.07049038261175156,0.0074781435541808605,0.07305879145860672
0.007996190339326859,0.06826334446668625,0.004904497414827347,0.05719786882400513
0.007482187822461128,0.06617891788482666,0.0037883822806179523,0.04998260363936424
0.007363933138549328,0.0657297819852829,0.0070637590251863,0.07048273086547852
0.0062081338837742805,0.06034591794013977,0.0035949619486927986,0.048412490636110306
0.005959717091172934,0.05910118669271469,0.0035196358803659678,0.04783976823091507
0.00554576376453042,0.05713650956749916,0.004937244579195976,0.057420678436756134
0.005511580500751734,0.05667136609554291,0.004493291489779949,0.05454297363758087
0.005400304216891527,0.05600620433688164,0.0029710063245147467,0.044274963438510895
0.0054071806371212006,0.05608672276139259,0.004131712019443512,0.05209755152463913
0.0048437719233334064,0.052937109023332596,0.003207593224942684,0.045746028423309326
0.004622634034603834,0.051691628992557526,0.0028332718648016453,0.042837295681238174
0.004807140212506056,0.05268939584493637,0.003158669685944915,0.045306120067834854
0.004510382190346718,0.05095389485359192,0.0028484994545578957,0.04269430786371231
0.004434451460838318,0.050504013895988464,0.00354810431599617,0.04801379516720772
0.004354766570031643,0.04999339208006859,0.00237668608315289,0.0388009287416935
0.004289666190743446,0.04958627372980118,0.0035361158661544323,0.04770197719335556
0.004162616562098265,0.048691846430301666,0.0034379069693386555,0.04678184166550636
0.00414240499958396,0.04928306117653847,0.004264767747372389,0.0525575652718544
0.004185326863080263,0.04893004894256592,0.0027058767154812813,0.04123908281326294
0.003963850438594818,0.04711233079433441,0.0034227282740175724,0.04686114564538002
0.0039392150938510895,0.0477260947227478,0.0056585450656712055,0.06143248826265335
0.003892632434144616,0.04692402854561806,0.0032690169755369425,0.04555154964327812
0.003750814590603113,0.04606061801314354,0.003961012698709965,0.04948938637971878
0.0036018239334225655,0.04512637108564377,0.005149747710675001,0.057182908058166504
0.0036805300042033195,0.0458814762532711,0.0051910909824073315,0.058020852506160736
